Geo type,Geography,Year,Category,Value
District,Bennington,2022-10,Infants,127
District,Brattleboro,2022-10,Infants,120
District,Burlington,2022-10,Infants,361
District,Middlebury,2022-10,Infants,93
District,Morrisville,2022-10,Infants,118
District,Newport,2022-10,Infants,139
District,Rutland,2022-10,Infants,239
District,Springfield,2022-10,Infants,115
District,St Albans,2022-10,Infants,212
District,St Johnsbury,2022-10,Infants,120
District,White River Junction,2022-10,Infants,122
State,Vermont,2022-10,Children,7150
District,Barre,2022-10,Children,592
District,Bennington,2022-10,Children,433
District,Brattleboro,2022-10,Children,413
District,Burlington,2022-10,Children,1393
District,Middlebury,2022-10,Children,480
District,Morrisville,2022-10,Children,434
District,Newport,2022-10,Children,534
District,Rutland,2022-10,Children,756
District,Springfield,2022-10,Children,373
District,St Albans,2022-10,Children,784
District,St Johnsbury,2022-10,Children,506
District,White River Junction,2022-10,Children,452
State,Vermont,2023-01,Women,2161
State,Barre,2023-01,Women,194
District,Bennington,2023-01,Women,117
District,Brattleboro,2023-01,Women,132
District,Burlington,2023-01,Women,419
District,Middlebury,2023-01,Women,125
District,Morrisville,2023-01,Women,136
District,Newport,2023-01,Women,156
District,Rutland,2023-01,Women,259
District,Springfield,2023-01,Women,109
District,St Albans,2023-01,Women,248
District,St Johnsbury,2023-01,Women,141
District,White River Junction,2023-01,Women,125
State,Vermont,2023-01,Infants,1869
District,Barre,2023-01,Infants,154
District,Bennington,2023-01,Infants,119
District,Brattleboro,2023-01,Infants,106
District,Burlington,2023-01,Infants,349
District,Middlebury,2023-01,Infants,99
District,Morrisville,2023-01,Infants,124
District,Newport,2023-01,Infants,142
District,Rutland,2023-01,Infants,224
District,Springfield,2023-01,Infants,106
District,St Albans,2023-01,Infants,219
District,St Johnsbury,2023-01,Infants,115
District,White River Junction,2023-01,Infants,112
State,Vermont,2023-01,Children,6853
District,Barre,2023-01,Children,601
District,Bennington,2023-01,Children,407
District,Brattleboro,2023-01,Children,400
District,Burlington,2023-01,Children,1298
District,Middlebury,2023-01,Children,456
District,Morrisville,2023-01,Children,407
District,Newport,2023-01,Children,538
District,Rutland,2023-01,Children,724
District,Springfield,2023-01,Children,348
District,St Albans,2023-01,Children,754
District,St Johnsbury,2023-01,Children,486
District,White River Junction,2023-01,Children,434
