Geo type,Geography ,Category ,Year,Value
Supervisory Union/School District,Rutland Northeast,Math FRL,2023,0.130435
Supervisory Union/School District,Rutland Northeast,Math Not FRL,2023,0.39726
Supervisory Union/School District,Rutland Northeast,Math Foster,2023,***
Supervisory Union/School District,Rutland Northeast,Math Not Foster,2023,***
Supervisory Union/School District,Rutland Northeast,Math Female,2023,0.224138
Supervisory Union/School District,Rutland Northeast,Math Male,2023,0.360656
Supervisory Union/School District,Rutland Northeast,Math Historically Marginalized,2023,0.152542
Supervisory Union/School District,Rutland Northeast,Math Not Historically Marginalized,2023,0.433333
Supervisory Union/School District,Rutland Northeast,Math McKinney Vento Eligible,2023,0
Supervisory Union/School District,Rutland Northeast,Math Not McKinney Vento Eligible,2023,0.294118
Supervisory Union/School District,Rutland Northeast,Math Migrant,2023,0
Supervisory Union/School District,Rutland Northeast,Math Not Migrant,2023,0.294118
Supervisory Union/School District,Rutland Northeast,Math Military,2023,0
Supervisory Union/School District,Rutland Northeast,Math Not Military,2023,0.294118
Supervisory Union/School District,Rutland Northeast,Math American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Rutland Northeast,Math Asian,2023,***
Supervisory Union/School District,Rutland Northeast,Math Black,2023,***
Supervisory Union/School District,Rutland Northeast,Math Hispanic,2023,***
Supervisory Union/School District,Rutland Northeast,Math Native Hawaiian or Pacific Islander,2023,***
Supervisory Union/School District,Rutland Northeast,Math White,2023,0.299145
Supervisory Union/School District,Slate Valley Unified Union,English All Students,2023,0.348837
Supervisory Union/School District,Slate Valley Unified Union,English No Special Ed,2023,***
Supervisory Union/School District,Slate Valley Unified Union,English Special Ed,2023,***
Supervisory Union/School District,Slate Valley Unified Union,English ELL,2023,0
Supervisory Union/School District,Slate Valley Unified Union,English Not ELL,2023,0.348837
Supervisory Union/School District,Slate Valley Unified Union,English FRL,2023,0.2
Supervisory Union/School District,Slate Valley Unified Union,English Not FRL,2023,0.428571
Supervisory Union/School District,Slate Valley Unified Union,English Foster,2023,0
Supervisory Union/School District,Slate Valley Unified Union,English Not Foster,2023,0.348837
Supervisory Union/School District,Slate Valley Unified Union,English Female,2023,0.439024
Supervisory Union/School District,Slate Valley Unified Union,English Male,2023,0.266667
Supervisory Union/School District,Slate Valley Unified Union,English Historically Marginalized,2023,0.166667
Supervisory Union/School District,Slate Valley Unified Union,English Not Historically Marginalized,2023,0.522727
Supervisory Union/School District,Slate Valley Unified Union,English McKinney Vento Eligible,2023,***
Supervisory Union/School District,Slate Valley Unified Union,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Slate Valley Unified Union,English Migrant,2023,0
Supervisory Union/School District,Slate Valley Unified Union,English Not Migrant,2023,0.348837
Supervisory Union/School District,Slate Valley Unified Union,English Military,2023,0
Supervisory Union/School District,Slate Valley Unified Union,English Not Military,2023,0.348837
Supervisory Union/School District,Slate Valley Unified Union,English American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Slate Valley Unified Union,English Asian,2023,0
Supervisory Union/School District,Slate Valley Unified Union,English Black,2023,0
Supervisory Union/School District,Slate Valley Unified Union,English Hispanic,2023,0
Supervisory Union/School District,Slate Valley Unified Union,English Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Slate Valley Unified Union,English White,2023,0.348837
Supervisory Union/School District,Slate Valley Unified Union,Math All Students,2023,0.206897
Supervisory Union/School District,Slate Valley Unified Union,Math No Special Ed,2023,***
Supervisory Union/School District,Slate Valley Unified Union,Math Special Ed,2023,***
Supervisory Union/School District,Slate Valley Unified Union,Math ELL,2023,0
Supervisory Union/School District,Slate Valley Unified Union,Math Not ELL,2023,0.206897
Supervisory Union/School District,Slate Valley Unified Union,Math FRL,2023,0.1
Supervisory Union/School District,Slate Valley Unified Union,Math Not FRL,2023,0.263158
Supervisory Union/School District,Slate Valley Unified Union,Math Foster,2023,0
Supervisory Union/School District,Slate Valley Unified Union,Math Not Foster,2023,0.206897
Supervisory Union/School District,Slate Valley Unified Union,Math Female,2023,0.195122
Supervisory Union/School District,Slate Valley Unified Union,Math Male,2023,0.217391
Supervisory Union/School District,Slate Valley Unified Union,Math Historically Marginalized,2023,0.095238
Supervisory Union/School District,Slate Valley Unified Union,Math Not Historically Marginalized,2023,0.311111
Supervisory Union/School District,Slate Valley Unified Union,Math McKinney Vento Eligible,2023,***
Supervisory Union/School District,Slate Valley Unified Union,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Slate Valley Unified Union,Math Migrant,2023,0
Supervisory Union/School District,Slate Valley Unified Union,Math Not Migrant,2023,0.206897
Supervisory Union/School District,Slate Valley Unified Union,Math Military,2023,0
Supervisory Union/School District,Slate Valley Unified Union,Math Not Military,2023,0.206897
Supervisory Union/School District,Slate Valley Unified Union,Math American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Slate Valley Unified Union,Math Asian,2023,0
Supervisory Union/School District,Slate Valley Unified Union,Math Black,2023,0
Supervisory Union/School District,Slate Valley Unified Union,Math Hispanic,2023,0
Supervisory Union/School District,Slate Valley Unified Union,Math Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Slate Valley Unified Union,Math White,2023,0.206897
Supervisory Union/School District,South Burlington SD,English All Students,2023,0.647399
Supervisory Union/School District,South Burlington SD,English No Special Ed,2023,0.733333
Supervisory Union/School District,South Burlington SD,English Special Ed,2023,0.086957
Supervisory Union/School District,South Burlington SD,English ELL,2023,0.5
Supervisory Union/School District,South Burlington SD,English Not ELL,2023,0.660377
Supervisory Union/School District,South Burlington SD,English FRL,2023,0.393939
Supervisory Union/School District,South Burlington SD,English Not FRL,2023,0.707143
Supervisory Union/School District,South Burlington SD,English Foster,2023,***
Supervisory Union/School District,South Burlington SD,English Not Foster,2023,***
Supervisory Union/School District,South Burlington SD,English Female,2023,0.72619
Supervisory Union/School District,South Burlington SD,English Male,2023,0.573034
Supervisory Union/School District,South Burlington SD,English Historically Marginalized,2023,0.525
Supervisory Union/School District,South Burlington SD,English Not Historically Marginalized,2023,0.752688
Supervisory Union/School District,South Burlington SD,English McKinney Vento Eligible,2023,***
Supervisory Union/School District,South Burlington SD,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,South Burlington SD,English Migrant,2023,0
Supervisory Union/School District,South Burlington SD,English Not Migrant,2023,0.647399
Supervisory Union/School District,South Burlington SD,English Military,2023,0
Supervisory Union/School District,South Burlington SD,English Not Military,2023,0.647399
Supervisory Union/School District,South Burlington SD,English American Indian or Alaskan Native,2023,0
Supervisory Union/School District,South Burlington SD,English Asian,2023,0.793103
Supervisory Union/School District,South Burlington SD,English Black,2023,***
Supervisory Union/School District,South Burlington SD,English Hispanic,2023,***
Supervisory Union/School District,South Burlington SD,English Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,South Burlington SD,English White,2023,0.654676
Supervisory Union/School District,South Burlington SD,Math All Students,2023,0.571429
Supervisory Union/School District,South Burlington SD,Math No Special Ed,2023,0.651316
Supervisory Union/School District,South Burlington SD,Math Special Ed,2023,0.043478
Supervisory Union/School District,South Burlington SD,Math ELL,2023,0.4
Supervisory Union/School District,South Burlington SD,Math Not ELL,2023,0.5875
Supervisory Union/School District,South Burlington SD,Math FRL,2023,0.2
Supervisory Union/School District,South Burlington SD,Math Not FRL,2023,0.664286
Supervisory Union/School District,South Burlington SD,Math Foster,2023,***
Supervisory Union/School District,South Burlington SD,Math Not Foster,2023,***
Supervisory Union/School District,South Burlington SD,Math Female,2023,0.576471
Supervisory Union/School District,South Burlington SD,Math Male,2023,0.566667
Supervisory Union/School District,South Burlington SD,Math Historically Marginalized,2023,0.414634
Supervisory Union/School District,South Burlington SD,Math Not Historically Marginalized,2023,0.709677
Supervisory Union/School District,South Burlington SD,Math McKinney Vento Eligible,2023,***
Supervisory Union/School District,South Burlington SD,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,South Burlington SD,Math Migrant,2023,0
Supervisory Union/School District,South Burlington SD,Math Not Migrant,2023,0.571429
Supervisory Union/School District,South Burlington SD,Math Military,2023,0
Supervisory Union/School District,South Burlington SD,Math Not Military,2023,0.571429
Supervisory Union/School District,South Burlington SD,Math American Indian or Alaskan Native,2023,0
Supervisory Union/School District,South Burlington SD,Math Asian,2023,0.666667
Supervisory Union/School District,South Burlington SD,Math Black,2023,***
Supervisory Union/School District,South Burlington SD,Math Hispanic,2023,***
Supervisory Union/School District,South Burlington SD,Math Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,South Burlington SD,Math White,2023,0.607143
Supervisory Union/School District,Southwest Vermont,English All Students,2023,0.268657
Supervisory Union/School District,Southwest Vermont,English No Special Ed,2023,0.309524
Supervisory Union/School District,Southwest Vermont,English Special Ed,2023,0.060606
