Geo type,Geography ,Category ,Year,Value
Supervisory Union/School District,Mount Abraham Union,English American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Mount Abraham Union,English Asian,2023,***
Supervisory Union/School District,Mount Abraham Union,English Black,2023,0
Supervisory Union/School District,Mount Abraham Union,English Hispanic,2023,0
Supervisory Union/School District,Mount Abraham Union,English Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Mount Abraham Union,English White,2023,0.481928
Supervisory Union/School District,Mount Abraham Union,Math All Students,2023,0.46988
Supervisory Union/School District,Mount Abraham Union,Math No Special Ed,2023,***
Supervisory Union/School District,Mount Abraham Union,Math Special Ed,2023,***
Supervisory Union/School District,Mount Abraham Union,Math ELL,2023,0
Supervisory Union/School District,Mount Abraham Union,Math Not ELL,2023,0.46988
Supervisory Union/School District,Mount Abraham Union,Math FRL,2023,***
Supervisory Union/School District,Mount Abraham Union,Math Not FRL,2023,***
Supervisory Union/School District,Mount Abraham Union,Math Foster,2023,0
Supervisory Union/School District,Mount Abraham Union,Math Not Foster,2023,0.46988
Supervisory Union/School District,Mount Abraham Union,Math Female,2023,0.509804
Supervisory Union/School District,Mount Abraham Union,Math Male,2023,0.40625
Supervisory Union/School District,Mount Abraham Union,Math Historically Marginalized,2023,0.241379
Supervisory Union/School District,Mount Abraham Union,Math Not Historically Marginalized,2023,0.592593
Supervisory Union/School District,Mount Abraham Union,Math McKinney Vento Eligible,2023,0
Supervisory Union/School District,Mount Abraham Union,Math Not McKinney Vento Eligible,2023,0.46988
Supervisory Union/School District,Mount Abraham Union,Math Migrant,2023,0
Supervisory Union/School District,Mount Abraham Union,Math Not Migrant,2023,0.46988
Supervisory Union/School District,Mount Abraham Union,Math Military,2023,***
Supervisory Union/School District,Mount Abraham Union,Math Not Military,2023,***
Supervisory Union/School District,Mount Abraham Union,Math American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Mount Abraham Union,Math Asian,2023,***
Supervisory Union/School District,Mount Abraham Union,Math Black,2023,0
Supervisory Union/School District,Mount Abraham Union,Math Hispanic,2023,0
Supervisory Union/School District,Mount Abraham Union,Math Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Mount Abraham Union,Math White,2023,0.46988
Supervisory Union/School District,Mount Mansfield Unified Union,English All Students,2023,0.56383
Supervisory Union/School District,Mount Mansfield Unified Union,English No Special Ed,2023,0.660131
Supervisory Union/School District,Mount Mansfield Unified Union,English Special Ed,2023,0.142857
Supervisory Union/School District,Mount Mansfield Unified Union,English ELL,2023,***
Supervisory Union/School District,Mount Mansfield Unified Union,English Not ELL,2023,***
Supervisory Union/School District,Mount Mansfield Unified Union,English FRL,2023,0.333333
Supervisory Union/School District,Mount Mansfield Unified Union,English Not FRL,2023,0.592814
Supervisory Union/School District,Mount Mansfield Unified Union,English Foster,2023,***
Supervisory Union/School District,Mount Mansfield Unified Union,English Not Foster,2023,***
Supervisory Union/School District,Mount Mansfield Unified Union,English Female,2023,0.659091
Supervisory Union/School District,Mount Mansfield Unified Union,English Male,2023,0.48
Supervisory Union/School District,Mount Mansfield Unified Union,English Historically Marginalized,2023,0.290909
Supervisory Union/School District,Mount Mansfield Unified Union,English Not Historically Marginalized,2023,0.676692
Supervisory Union/School District,Mount Mansfield Unified Union,English McKinney Vento Eligible,2023,***
Supervisory Union/School District,Mount Mansfield Unified Union,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Mount Mansfield Unified Union,English Migrant,2023,0
Supervisory Union/School District,Mount Mansfield Unified Union,English Not Migrant,2023,0.56383
Supervisory Union/School District,Mount Mansfield Unified Union,English Military,2023,***
Supervisory Union/School District,Mount Mansfield Unified Union,English Not Military,2023,***
Supervisory Union/School District,Mount Mansfield Unified Union,English American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Mount Mansfield Unified Union,English Asian,2023,***
Supervisory Union/School District,Mount Mansfield Unified Union,English Black,2023,***
Supervisory Union/School District,Mount Mansfield Unified Union,English Hispanic,2023,***
Supervisory Union/School District,Mount Mansfield Unified Union,English Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Mount Mansfield Unified Union,English White,2023,0.564516
Supervisory Union/School District,Mount Mansfield Unified Union,Math All Students,2023,0.521053
Supervisory Union/School District,Mount Mansfield Unified Union,Math No Special Ed,2023,0.606452
Supervisory Union/School District,Mount Mansfield Unified Union,Math Special Ed,2023,0.142857
Supervisory Union/School District,Mount Mansfield Unified Union,Math ELL,2023,***
Supervisory Union/School District,Mount Mansfield Unified Union,Math Not ELL,2023,***
Supervisory Union/School District,Mount Mansfield Unified Union,Math FRL,2023,0.045455
Supervisory Union/School District,Mount Mansfield Unified Union,Math Not FRL,2023,0.583333
Supervisory Union/School District,Mount Mansfield Unified Union,Math Foster,2023,***
Supervisory Union/School District,Mount Mansfield Unified Union,Math Not Foster,2023,***
Supervisory Union/School District,Mount Mansfield Unified Union,Math Female,2023,0.577778
Supervisory Union/School District,Mount Mansfield Unified Union,Math Male,2023,0.47
Supervisory Union/School District,Mount Mansfield Unified Union,Math Historically Marginalized,2023,0.210526
Supervisory Union/School District,Mount Mansfield Unified Union,Math Not Historically Marginalized,2023,0.654135
Supervisory Union/School District,Mount Mansfield Unified Union,Math McKinney Vento Eligible,2023,***
Supervisory Union/School District,Mount Mansfield Unified Union,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Mount Mansfield Unified Union,Math Migrant,2023,0
Supervisory Union/School District,Mount Mansfield Unified Union,Math Not Migrant,2023,0.521053
Supervisory Union/School District,Mount Mansfield Unified Union,Math Military,2023,***
Supervisory Union/School District,Mount Mansfield Unified Union,Math Not Military,2023,***
Supervisory Union/School District,Mount Mansfield Unified Union,Math American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Mount Mansfield Unified Union,Math Asian,2023,***
Supervisory Union/School District,Mount Mansfield Unified Union,Math Black,2023,***
Supervisory Union/School District,Mount Mansfield Unified Union,Math Hispanic,2023,***
Supervisory Union/School District,Mount Mansfield Unified Union,Math Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Mount Mansfield Unified Union,Math White,2023,0.524064
Supervisory Union/School District,North Country SU,English All Students,2023,0.288136
Supervisory Union/School District,North Country SU,English No Special Ed,2023,0.349206
Supervisory Union/School District,North Country SU,English Special Ed,2023,0.137255
Supervisory Union/School District,North Country SU,English ELL,2023,***
Supervisory Union/School District,North Country SU,English Not ELL,2023,***
Supervisory Union/School District,North Country SU,English FRL,2023,0.278261
Supervisory Union/School District,North Country SU,English Not FRL,2023,0.306452
Supervisory Union/School District,North Country SU,English Foster,2023,***
Supervisory Union/School District,North Country SU,English Not Foster,2023,***
Supervisory Union/School District,North Country SU,English Female,2023,0.307692
Supervisory Union/School District,North Country SU,English Male,2023,0.272727
Supervisory Union/School District,North Country SU,English Historically Marginalized,2023,0.277778
Supervisory Union/School District,North Country SU,English Not Historically Marginalized,2023,0.313725
Supervisory Union/School District,North Country SU,English McKinney Vento Eligible,2023,***
Supervisory Union/School District,North Country SU,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,North Country SU,English Migrant,2023,0
Supervisory Union/School District,North Country SU,English Not Migrant,2023,0.288136
Supervisory Union/School District,North Country SU,English Military,2023,0
Supervisory Union/School District,North Country SU,English Not Military,2023,0.288136
Supervisory Union/School District,North Country SU,English American Indian or Alaskan Native,2023,***
Supervisory Union/School District,North Country SU,English Asian,2023,***
Supervisory Union/School District,North Country SU,English Black,2023,***
Supervisory Union/School District,North Country SU,English Hispanic,2023,***
Supervisory Union/School District,North Country SU,English Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,North Country SU,English White,2023,0.289773
Supervisory Union/School District,North Country SU,Math All Students,2023,0.19209
Supervisory Union/School District,North Country SU,Math No Special Ed,2023,0.246032
Supervisory Union/School District,North Country SU,Math Special Ed,2023,0.058824
Supervisory Union/School District,North Country SU,Math ELL,2023,***
Supervisory Union/School District,North Country SU,Math Not ELL,2023,***
Supervisory Union/School District,North Country SU,Math FRL,2023,0.182609
Supervisory Union/School District,North Country SU,Math Not FRL,2023,0.209677
Supervisory Union/School District,North Country SU,Math Foster,2023,***
Supervisory Union/School District,North Country SU,Math Not Foster,2023,***
Supervisory Union/School District,North Country SU,Math Female,2023,0.166667
Supervisory Union/School District,North Country SU,Math Male,2023,0.212121
Supervisory Union/School District,North Country SU,Math Historically Marginalized,2023,0.174603
Supervisory Union/School District,North Country SU,Math Not Historically Marginalized,2023,0.235294
Supervisory Union/School District,North Country SU,Math McKinney Vento Eligible,2023,***
Supervisory Union/School District,North Country SU,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,North Country SU,Math Migrant,2023,0
Supervisory Union/School District,North Country SU,Math Not Migrant,2023,0.19209
Supervisory Union/School District,North Country SU,Math Military,2023,0
Supervisory Union/School District,North Country SU,Math Not Military,2023,0.19209
Supervisory Union/School District,North Country SU,Math American Indian or Alaskan Native,2023,***
Supervisory Union/School District,North Country SU,Math Asian,2023,***
Supervisory Union/School District,North Country SU,Math Black,2023,***
Supervisory Union/School District,North Country SU,Math Hispanic,2023,***
Supervisory Union/School District,North Country SU,Math Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,North Country SU,Math White,2023,0.193182
Supervisory Union/School District,Orange East,English All Students,2023,0.424
Supervisory Union/School District,Orange East,English No Special Ed,2023,0.545455
Supervisory Union/School District,Orange East,English Special Ed,2023,0.135135
Supervisory Union/School District,Orange East,English ELL,2023,***
Supervisory Union/School District,Orange East,English Not ELL,2023,***
Supervisory Union/School District,Orange East,English FRL,2023,0.22
Supervisory Union/School District,Orange East,English Not FRL,2023,0.56
Supervisory Union/School District,Orange East,English Foster,2023,***
Supervisory Union/School District,Orange East,English Not Foster,2023,***
Supervisory Union/School District,Orange East,English Female,2023,0.473684
Supervisory Union/School District,Orange East,English Male,2023,0.382353
Supervisory Union/School District,Orange East,English Historically Marginalized,2023,0.220588
Supervisory Union/School District,Orange East,English Not Historically Marginalized,2023,0.666667
Supervisory Union/School District,Orange East,English McKinney Vento Eligible,2023,***
Supervisory Union/School District,Orange East,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Orange East,English Migrant,2023,0
Supervisory Union/School District,Orange East,English Not Migrant,2023,0.424
Supervisory Union/School District,Orange East,English Military,2023,***
Supervisory Union/School District,Orange East,English Not Military,2023,***
Supervisory Union/School District,Orange East,English American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Orange East,English Asian,2023,***
Supervisory Union/School District,Orange East,English Black,2023,***
Supervisory Union/School District,Orange East,English Hispanic,2023,***
Supervisory Union/School District,Orange East,English Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Orange East,English White,2023,0.427419
Supervisory Union/School District,Orange East,Math All Students,2023,0.344
Supervisory Union/School District,Orange East,Math No Special Ed,2023,0.454545
Supervisory Union/School District,Orange East,Math Special Ed,2023,0.081081
Supervisory Union/School District,Orange East,Math ELL,2023,***
Supervisory Union/School District,Orange East,Math Not ELL,2023,***
Supervisory Union/School District,Orange East,Math FRL,2023,0.2
Supervisory Union/School District,Orange East,Math Not FRL,2023,0.44
Supervisory Union/School District,Orange East,Math Foster,2023,***
Supervisory Union/School District,Orange East,Math Not Foster,2023,***
Supervisory Union/School District,Orange East,Math Female,2023,0.298246
Supervisory Union/School District,Orange East,Math Male,2023,0.382353
Supervisory Union/School District,Orange East,Math Historically Marginalized,2023,0.205882
Supervisory Union/School District,Orange East,Math Not Historically Marginalized,2023,0.508772
Supervisory Union/School District,Orange East,Math McKinney Vento Eligible,2023,***
Supervisory Union/School District,Orange East,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Orange East,Math Migrant,2023,0
Supervisory Union/School District,Orange East,Math Not Migrant,2023,0.344
Supervisory Union/School District,Orange East,Math Military,2023,***
Supervisory Union/School District,Orange East,Math Not Military,2023,***
Supervisory Union/School District,Orange East,Math American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Orange East,Math Asian,2023,***
Supervisory Union/School District,Orange East,Math Black,2023,***
Supervisory Union/School District,Orange East,Math Hispanic,2023,***
Supervisory Union/School District,Orange East,Math Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Orange East,Math White,2023,0.346774
Supervisory Union/School District,Orange Southwest,English All Students,2023,***
Supervisory Union/School District,Orange Southwest,English No Special Ed,2023,***
Supervisory Union/School District,Orange Southwest,English Special Ed,2023,***
Supervisory Union/School District,Orange Southwest,English ELL,2023,***
Supervisory Union/School District,Orange Southwest,English Not ELL,2023,***
Supervisory Union/School District,Orange Southwest,English FRL,2023,***
Supervisory Union/School District,Orange Southwest,English Not FRL,2023,***
Supervisory Union/School District,Orange Southwest,English Foster,2023,0
Supervisory Union/School District,Orange Southwest,English Not Foster,2023,***
Supervisory Union/School District,Orange Southwest,English Female,2023,***
Supervisory Union/School District,Orange Southwest,English Male,2023,***
Supervisory Union/School District,Orange Southwest,English Historically Marginalized,2023,***
Supervisory Union/School District,Orange Southwest,English Not Historically Marginalized,2023,***
Supervisory Union/School District,Orange Southwest,English McKinney Vento Eligible,2023,***
Supervisory Union/School District,Orange Southwest,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Orange Southwest,English Migrant,2023,0
Supervisory Union/School District,Orange Southwest,English Not Migrant,2023,***
Supervisory Union/School District,Orange Southwest,English Military,2023,0
Supervisory Union/School District,Orange Southwest,English Not Military,2023,***
Supervisory Union/School District,Orange Southwest,English American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Orange Southwest,English Asian,2023,***
Supervisory Union/School District,Orange Southwest,English Black,2023,***
Supervisory Union/School District,Orange Southwest,English Hispanic,2023,0
Supervisory Union/School District,Orange Southwest,English Native Hawaiian or Pacific Islander,2023,***
Supervisory Union/School District,Orange Southwest,English White,2023,***
Supervisory Union/School District,Orange Southwest,Math All Students,2023,***
Supervisory Union/School District,Orange Southwest,Math No Special Ed,2023,***
Supervisory Union/School District,Orange Southwest,Math Special Ed,2023,***
Supervisory Union/School District,Orange Southwest,Math ELL,2023,***
Supervisory Union/School District,Orange Southwest,Math Not ELL,2023,***
Supervisory Union/School District,Orange Southwest,Math FRL,2023,***
Supervisory Union/School District,Orange Southwest,Math Not FRL,2023,***
Supervisory Union/School District,Orange Southwest,Math Foster,2023,0
Supervisory Union/School District,Orange Southwest,Math Not Foster,2023,***
Supervisory Union/School District,Orange Southwest,Math Female,2023,***
Supervisory Union/School District,Orange Southwest,Math Male,2023,***
Supervisory Union/School District,Orange Southwest,Math Historically Marginalized,2023,***
Supervisory Union/School District,Orange Southwest,Math Not Historically Marginalized,2023,***
Supervisory Union/School District,Orange Southwest,Math McKinney Vento Eligible,2023,***
Supervisory Union/School District,Orange Southwest,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Orange Southwest,Math Migrant,2023,0
Supervisory Union/School District,Orange Southwest,Math Not Migrant,2023,***
Supervisory Union/School District,Orange Southwest,Math Military,2023,0
Supervisory Union/School District,Orange Southwest,Math Not Military,2023,***
Supervisory Union/School District,Orange Southwest,Math American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Orange Southwest,Math Asian,2023,***
Supervisory Union/School District,Orange Southwest,Math Black,2023,***
Supervisory Union/School District,Orange Southwest,Math Hispanic,2023,0
Supervisory Union/School District,Orange Southwest,Math Native Hawaiian or Pacific Islander,2023,***
Supervisory Union/School District,Orange Southwest,Math White,2023,***
Supervisory Union/School District,Orleans Central SU,English All Students,2023,***
Supervisory Union/School District,Orleans Central SU,English No Special Ed,2023,0.52381
Supervisory Union/School District,Orleans Central SU,English Special Ed,2023,***
Supervisory Union/School District,Orleans Central SU,English ELL,2023,***
Supervisory Union/School District,Orleans Central SU,English Not ELL,2023,***
Supervisory Union/School District,Orleans Central SU,English FRL,2023,0.354839
Supervisory Union/School District,Orleans Central SU,English Not FRL,2023,***
Supervisory Union/School District,Orleans Central SU,English Foster,2023,***
Supervisory Union/School District,Orleans Central SU,English Not Foster,2023,***
Supervisory Union/School District,Orleans Central SU,English Female,2023,***
Supervisory Union/School District,Orleans Central SU,English Male,2023,0.419355
Supervisory Union/School District,Orleans Central SU,English Historically Marginalized,2023,0.309524
Supervisory Union/School District,Orleans Central SU,English Not Historically Marginalized,2023,***
Supervisory Union/School District,Orleans Central SU,English McKinney Vento Eligible,2023,***
Supervisory Union/School District,Orleans Central SU,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Orleans Central SU,English Migrant,2023,0
Supervisory Union/School District,Orleans Central SU,English Not Migrant,2023,***
Supervisory Union/School District,Orleans Central SU,English Military,2023,0
Supervisory Union/School District,Orleans Central SU,English Not Military,2023,***
Supervisory Union/School District,Orleans Central SU,English American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Orleans Central SU,English Asian,2023,***
Supervisory Union/School District,Orleans Central SU,English Black,2023,***
Supervisory Union/School District,Orleans Central SU,English Hispanic,2023,***
Supervisory Union/School District,Orleans Central SU,English Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Orleans Central SU,English White,2023,0.410714
Supervisory Union/School District,Orleans Central SU,Math All Students,2023,***
Supervisory Union/School District,Orleans Central SU,Math No Special Ed,2023,0.261905
Supervisory Union/School District,Orleans Central SU,Math Special Ed,2023,***
Supervisory Union/School District,Orleans Central SU,Math ELL,2023,***
Supervisory Union/School District,Orleans Central SU,Math Not ELL,2023,***
Supervisory Union/School District,Orleans Central SU,Math FRL,2023,0.225806
Supervisory Union/School District,Orleans Central SU,Math Not FRL,2023,***
Supervisory Union/School District,Orleans Central SU,Math Foster,2023,***
Supervisory Union/School District,Orleans Central SU,Math Not Foster,2023,***
Supervisory Union/School District,Orleans Central SU,Math Female,2023,***
Supervisory Union/School District,Orleans Central SU,Math Male,2023,0.225806
Supervisory Union/School District,Orleans Central SU,Math Historically Marginalized,2023,0.214286
Supervisory Union/School District,Orleans Central SU,Math Not Historically Marginalized,2023,***
Supervisory Union/School District,Orleans Central SU,Math McKinney Vento Eligible,2023,***
Supervisory Union/School District,Orleans Central SU,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Orleans Central SU,Math Migrant,2023,0
Supervisory Union/School District,Orleans Central SU,Math Not Migrant,2023,***
Supervisory Union/School District,Orleans Central SU,Math Military,2023,0
Supervisory Union/School District,Orleans Central SU,Math Not Military,2023,***
Supervisory Union/School District,Orleans Central SU,Math American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Orleans Central SU,Math Asian,2023,***
Supervisory Union/School District,Orleans Central SU,Math Black,2023,***
Supervisory Union/School District,Orleans Central SU,Math Hispanic,2023,***
Supervisory Union/School District,Orleans Central SU,Math Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Orleans Central SU,Math White,2023,0.196429
Supervisory Union/School District,Orleans Southwest SU,English All Students,2023,0.306667
Supervisory Union/School District,Orleans Southwest SU,English No Special Ed,2023,0.37931
Supervisory Union/School District,Orleans Southwest SU,English Special Ed,2023,0.058824
Supervisory Union/School District,Orleans Southwest SU,English ELL,2023,0
Supervisory Union/School District,Orleans Southwest SU,English Not ELL,2023,0.306667
Supervisory Union/School District,Orleans Southwest SU,English FRL,2023,0.264706
Supervisory Union/School District,Orleans Southwest SU,English Not FRL,2023,0.341463
Supervisory Union/School District,Orleans Southwest SU,English Foster,2023,***
Supervisory Union/School District,Orleans Southwest SU,English Not Foster,2023,***
Supervisory Union/School District,Orleans Southwest SU,English Female,2023,0.388889
Supervisory Union/School District,Orleans Southwest SU,English Male,2023,0.230769
Supervisory Union/School District,Orleans Southwest SU,English Historically Marginalized,2023,0.227273
Supervisory Union/School District,Orleans Southwest SU,English Not Historically Marginalized,2023,0.419355
Supervisory Union/School District,Orleans Southwest SU,English McKinney Vento Eligible,2023,***
Supervisory Union/School District,Orleans Southwest SU,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Orleans Southwest SU,English Migrant,2023,0
Supervisory Union/School District,Orleans Southwest SU,English Not Migrant,2023,0.306667
Supervisory Union/School District,Orleans Southwest SU,English Military,2023,***
Supervisory Union/School District,Orleans Southwest SU,English Not Military,2023,***
Supervisory Union/School District,Orleans Southwest SU,English American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Orleans Southwest SU,English Asian,2023,0
Supervisory Union/School District,Orleans Southwest SU,English Black,2023,***
Supervisory Union/School District,Orleans Southwest SU,English Hispanic,2023,0
Supervisory Union/School District,Orleans Southwest SU,English Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Orleans Southwest SU,English White,2023,0.306667
Supervisory Union/School District,Orleans Southwest SU,Math All Students,2023,0.226667
Supervisory Union/School District,Orleans Southwest SU,Math No Special Ed,2023,0.293103
Supervisory Union/School District,Orleans Southwest SU,Math Special Ed,2023,0
Supervisory Union/School District,Orleans Southwest SU,Math ELL,2023,0
Supervisory Union/School District,Orleans Southwest SU,Math Not ELL,2023,0.226667
Supervisory Union/School District,Orleans Southwest SU,Math FRL,2023,0.235294
Supervisory Union/School District,Orleans Southwest SU,Math Not FRL,2023,0.219512
Supervisory Union/School District,Orleans Southwest SU,Math Foster,2023,***
Supervisory Union/School District,Orleans Southwest SU,Math Not Foster,2023,***
Supervisory Union/School District,Orleans Southwest SU,Math Female,2023,0.222222
Supervisory Union/School District,Orleans Southwest SU,Math Male,2023,0.230769
Supervisory Union/School District,Orleans Southwest SU,Math Historically Marginalized,2023,0.181818
Supervisory Union/School District,Orleans Southwest SU,Math Not Historically Marginalized,2023,0.290323
Supervisory Union/School District,Orleans Southwest SU,Math McKinney Vento Eligible,2023,***
Supervisory Union/School District,Orleans Southwest SU,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Orleans Southwest SU,Math Migrant,2023,0
Supervisory Union/School District,Orleans Southwest SU,Math Not Migrant,2023,0.226667
Supervisory Union/School District,Orleans Southwest SU,Math Military,2023,***
Supervisory Union/School District,Orleans Southwest SU,Math Not Military,2023,***
Supervisory Union/School District,Orleans Southwest SU,Math American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Orleans Southwest SU,Math Asian,2023,0
Supervisory Union/School District,Orleans Southwest SU,Math Black,2023,***
Supervisory Union/School District,Orleans Southwest SU,Math Hispanic,2023,0
Supervisory Union/School District,Orleans Southwest SU,Math Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Orleans Southwest SU,Math White,2023,0.226667
Supervisory Union/School District,Rutland City SD,English All Students,2023,0.257576
Supervisory Union/School District,Rutland City SD,English No Special Ed,2023,0.32
Supervisory Union/School District,Rutland City SD,English Special Ed,2023,0.0625
Supervisory Union/School District,Rutland City SD,English ELL,2023,***
Supervisory Union/School District,Rutland City SD,English Not ELL,2023,***
Supervisory Union/School District,Rutland City SD,English FRL,2023,0.111111
Supervisory Union/School District,Rutland City SD,English Not FRL,2023,0.433333
Supervisory Union/School District,Rutland City SD,English Foster,2023,***
Supervisory Union/School District,Rutland City SD,English Not Foster,2023,***
Supervisory Union/School District,Rutland City SD,English Female,2023,0.245283
Supervisory Union/School District,Rutland City SD,English Male,2023,0.265823
Supervisory Union/School District,Rutland City SD,English Historically Marginalized,2023,0.142857
Supervisory Union/School District,Rutland City SD,English Not Historically Marginalized,2023,0.512195
Supervisory Union/School District,Rutland City SD,English McKinney Vento Eligible,2023,***
Supervisory Union/School District,Rutland City SD,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Rutland City SD,English Migrant,2023,0
Supervisory Union/School District,Rutland City SD,English Not Migrant,2023,0.257576
Supervisory Union/School District,Rutland City SD,English Military,2023,0
Supervisory Union/School District,Rutland City SD,English Not Military,2023,0.257576
Supervisory Union/School District,Rutland City SD,English American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Rutland City SD,English Asian,2023,***
Supervisory Union/School District,Rutland City SD,English Black,2023,0.1875
Supervisory Union/School District,Rutland City SD,English Hispanic,2023,***
Supervisory Union/School District,Rutland City SD,English Native Hawaiian or Pacific Islander,2023,***
Supervisory Union/School District,Rutland City SD,English White,2023,0.255814
Supervisory Union/School District,Rutland City SD,Math All Students,2023,0.198473
Supervisory Union/School District,Rutland City SD,Math No Special Ed,2023,0.242424
Supervisory Union/School District,Rutland City SD,Math Special Ed,2023,0.0625
Supervisory Union/School District,Rutland City SD,Math ELL,2023,***
Supervisory Union/School District,Rutland City SD,Math Not ELL,2023,***
Supervisory Union/School District,Rutland City SD,Math FRL,2023,0.140845
Supervisory Union/School District,Rutland City SD,Math Not FRL,2023,0.266667
Supervisory Union/School District,Rutland City SD,Math Foster,2023,***
Supervisory Union/School District,Rutland City SD,Math Not Foster,2023,***
Supervisory Union/School District,Rutland City SD,Math Female,2023,0.132075
Supervisory Union/School District,Rutland City SD,Math Male,2023,0.24359
Supervisory Union/School District,Rutland City SD,Math Historically Marginalized,2023,0.155556
Supervisory Union/School District,Rutland City SD,Math Not Historically Marginalized,2023,0.292683
Supervisory Union/School District,Rutland City SD,Math McKinney Vento Eligible,2023,***
Supervisory Union/School District,Rutland City SD,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Rutland City SD,Math Migrant,2023,0
Supervisory Union/School District,Rutland City SD,Math Not Migrant,2023,0.198473
Supervisory Union/School District,Rutland City SD,Math Military,2023,0
Supervisory Union/School District,Rutland City SD,Math Not Military,2023,0.198473
Supervisory Union/School District,Rutland City SD,Math American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Rutland City SD,Math Asian,2023,***
Supervisory Union/School District,Rutland City SD,Math Black,2023,0.2
Supervisory Union/School District,Rutland City SD,Math Hispanic,2023,***
Supervisory Union/School District,Rutland City SD,Math Native Hawaiian or Pacific Islander,2023,***
Supervisory Union/School District,Rutland City SD,Math White,2023,0.195313
Supervisory Union/School District,Rutland Northeast,English All Students,2023,0.378151
Supervisory Union/School District,Rutland Northeast,English No Special Ed,2023,0.423077
Supervisory Union/School District,Rutland Northeast,English Special Ed,2023,0.066667
Supervisory Union/School District,Rutland Northeast,English ELL,2023,0
Supervisory Union/School District,Rutland Northeast,English Not ELL,2023,0.378151
Supervisory Union/School District,Rutland Northeast,English FRL,2023,0.282609
Supervisory Union/School District,Rutland Northeast,English Not FRL,2023,0.438356
Supervisory Union/School District,Rutland Northeast,English Foster,2023,***
Supervisory Union/School District,Rutland Northeast,English Not Foster,2023,***
Supervisory Union/School District,Rutland Northeast,English Female,2023,0.362069
Supervisory Union/School District,Rutland Northeast,English Male,2023,0.393443
Supervisory Union/School District,Rutland Northeast,English Historically Marginalized,2023,0.305085
Supervisory Union/School District,Rutland Northeast,English Not Historically Marginalized,2023,0.45
Supervisory Union/School District,Rutland Northeast,English McKinney Vento Eligible,2023,0
Supervisory Union/School District,Rutland Northeast,English Not McKinney Vento Eligible,2023,0.378151
Supervisory Union/School District,Rutland Northeast,English Migrant,2023,0
Supervisory Union/School District,Rutland Northeast,English Not Migrant,2023,0.378151
Supervisory Union/School District,Rutland Northeast,English Military,2023,0
Supervisory Union/School District,Rutland Northeast,English Not Military,2023,0.378151
Supervisory Union/School District,Rutland Northeast,English American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Rutland Northeast,English Asian,2023,***
Supervisory Union/School District,Rutland Northeast,English Black,2023,***
Supervisory Union/School District,Rutland Northeast,English Hispanic,2023,***
Supervisory Union/School District,Rutland Northeast,English Native Hawaiian or Pacific Islander,2023,***
Supervisory Union/School District,Rutland Northeast,English White,2023,0.376068
Supervisory Union/School District,Rutland Northeast,Math All Students,2023,0.294118
Supervisory Union/School District,Rutland Northeast,Math No Special Ed,2023,0.336538
Supervisory Union/School District,Rutland Northeast,Math Special Ed,2023,0
Supervisory Union/School District,Rutland Northeast,Math ELL,2023,0
Supervisory Union/School District,Rutland Northeast,Math Not ELL,2023,0.294118
