geo type,geography,year,category,value
AHSD,Hartford District,2022-11,US Citizen,220
AHSD,Hartford District,2022-11,Unreported,*
AHSD,Middlebury District,2022-11,None of the above,0
AHSD,Middlebury District,2022-11,Qualified Immigrant,*
AHSD,Middlebury District,2022-11,US Citizen,301
AHSD,Middlebury District,2022-11,Unreported,*
AHSD,Morrisville District,2022-11,None of the above,0
AHSD,Morrisville District,2022-11,Qualified Immigrant,*
AHSD,Morrisville District,2022-11,US Citizen,252
AHSD,Morrisville District,2022-11,Unreported,*
AHSD,Newport District,2022-11,None of the above,0
AHSD,Newport District,2022-11,Qualified Immigrant,0
AHSD,Newport District,2022-11,US Citizen,265
AHSD,Newport District,2022-11,Unreported,128
AHSD,Rutland District,2022-11,None of the above,0
AHSD,Rutland District,2022-11,Qualified Immigrant,0
AHSD,Rutland District,2022-11,US Citizen,682
AHSD,Rutland District,2022-11,Unreported,176
AHSD,Springfield District,2022-11,None of the above,0
AHSD,Springfield District,2022-11,Qualified Immigrant,0
AHSD,Springfield District,2022-11,US Citizen,310
AHSD,Springfield District,2022-11,Unreported,129
AHSD,St. Albans District,2022-11,None of the above,*
AHSD,St. Albans District,2022-11,Qualified Immigrant,0
AHSD,St. Albans District,2022-11,US Citizen,465
AHSD,St. Albans District,2022-11,Unreported,*
AHSD,St. Johnsbury District,2022-11,None of the above,0
AHSD,St. Johnsbury District,2022-11,Qualified Immigrant,0
AHSD,St. Johnsbury District,2022-11,US Citizen,463
AHSD,St. Johnsbury District,2022-11,Unreported,187
AHSD,Barre District,2022-10,None of the above,0
AHSD,Barre District,2022-10,Qualified Immigrant,*
AHSD,Barre District,2022-10,US Citizen,251
AHSD,Barre District,2022-10,Unreported,*
AHSD,Bennington District,2022-10,None of the above,0
AHSD,Bennington District,2022-10,Qualified Immigrant,*
AHSD,Bennington District,2022-10,US Citizen,377
AHSD,Bennington District,2022-10,Unreported,*
AHSD,Brattleboro District,2022-10,None of the above,*
AHSD,Brattleboro District,2022-10,Qualified Immigrant,*
AHSD,Brattleboro District,2022-10,US Citizen,238
AHSD,Brattleboro District,2022-10,Unreported,94
AHSD,Burlington District,2022-10,None of the above,0
AHSD,Burlington District,2022-10,Qualified Immigrant,18
