geo type,geography,year,category,value
AHSD,Rutland District,2022-11,Native American,0
AHSD,Rutland District,2022-11,Non Hispanic,800
AHSD,Rutland District,2022-11,Unknown,*
AHSD,Rutland District,2022-11,Unreported,26
AHSD,Springfield District,2022-11,Hispanic,21
AHSD,Springfield District,2022-11,Native American,0
AHSD,Springfield District,2022-11,Non Hispanic,400
AHSD,Springfield District,2022-11,Unknown,*
AHSD,Springfield District,2022-11,Unreported,*
AHSD,St. Albans District,2022-11,Hispanic,*
AHSD,St. Albans District,2022-11,Native American,0
AHSD,St. Albans District,2022-11,Non Hispanic,570
AHSD,St. Albans District,2022-11,Unknown,*
AHSD,St. Albans District,2022-11,Unreported,54
AHSD,St. Johnsbury District,2022-11,Hispanic,*
AHSD,St. Johnsbury District,2022-11,Native American,0
AHSD,St. Johnsbury District,2022-11,Non Hispanic,585
AHSD,St. Johnsbury District,2022-11,Unknown,*
AHSD,St. Johnsbury District,2022-11,Unreported,46
AHSD,Barre District,2022-10,Hispanic,*
AHSD,Barre District,2022-10,Native American,0
AHSD,Barre District,2022-10,Non Hispanic,365
AHSD,Barre District,2022-10,Unknown,*
AHSD,Barre District,2022-10,Unreported,12
AHSD,Bennington District,2022-10,Hispanic,*
AHSD,Bennington District,2022-10,Native American,0
AHSD,Bennington District,2022-10,Non Hispanic,497
AHSD,Bennington District,2022-10,Unknown,*
AHSD,Bennington District,2022-10,Unreported,46
AHSD,Brattleboro District,2022-10,Hispanic,*
AHSD,Brattleboro District,2022-10,Native American,0
AHSD,Brattleboro District,2022-10,Non Hispanic,239
AHSD,Brattleboro District,2022-10,Unknown,*
AHSD,Brattleboro District,2022-10,Unreported,60
AHSD,Burlington District,2022-10,Hispanic,*
AHSD,Burlington District,2022-10,Native American,0
AHSD,Burlington District,2022-10,Non Hispanic,1215
AHSD,Burlington District,2022-10,Unknown,*
AHSD,Burlington District,2022-10,Unreported,113
AHSD,Hartford District,2022-10,Hispanic,*
AHSD,Hartford District,2022-10,Native American,0
AHSD,Hartford District,2022-10,Non Hispanic,259
AHSD,Hartford District,2022-10,Unknown,0
AHSD,Hartford District,2022-10,Unreported,*
AHSD,Middlebury District,2022-10,Hispanic,10
AHSD,Middlebury District,2022-10,Native American,0
AHSD,Middlebury District,2022-10,Non Hispanic,328
AHSD,Middlebury District,2022-10,Unknown,0
AHSD,Middlebury District,2022-10,Unreported,46
AHSD,Morrisville District,2022-10,Hispanic,*
AHSD,Morrisville District,2022-10,Native American,0
AHSD,Morrisville District,2022-10,Non Hispanic,371
AHSD,Morrisville District,2022-10,Unknown,*
AHSD,Morrisville District,2022-10,Unreported,10
AHSD,Newport District,2022-10,Hispanic,*
AHSD,Newport District,2022-10,Native American,0
AHSD,Newport District,2022-10,Non Hispanic,371
AHSD,Newport District,2022-10,Unknown,*
AHSD,Newport District,2022-10,Unreported,20
AHSD,Rutland District,2022-10,Hispanic,*
AHSD,Rutland District,2022-10,Native American,0
AHSD,Rutland District,2022-10,Non Hispanic,786
AHSD,Rutland District,2022-10,Unknown,*
AHSD,Rutland District,2022-10,Unreported,22
AHSD,Springfield District,2022-10,Hispanic,18
AHSD,Springfield District,2022-10,Native American,0
AHSD,Springfield District,2022-10,Non Hispanic,401
AHSD,Springfield District,2022-10,Unknown,*
AHSD,Springfield District,2022-10,Unreported,*
AHSD,St. Albans District,2022-10,Hispanic,*
AHSD,St. Albans District,2022-10,Native American,0
AHSD,St. Albans District,2022-10,Non Hispanic,575
AHSD,St. Albans District,2022-10,Unknown,*
AHSD,St. Albans District,2022-10,Unreported,55
AHSD,St. Johnsbury District,2022-10,Hispanic,*
AHSD,St. Johnsbury District,2022-10,Native American,0
AHSD,St. Johnsbury District,2022-10,Non Hispanic,580
AHSD,St. Johnsbury District,2022-10,Unknown,*
AHSD,St. Johnsbury District,2022-10,Unreported,38
AHSD,Barre District,2022-09,Hispanic,*
AHSD,Barre District,2022-09,Native American,0
AHSD,Barre District,2022-09,Non Hispanic,361
AHSD,Barre District,2022-09,Unknown,0
AHSD,Barre District,2022-09,Unreported,*
AHSD,Bennington District,2022-09,Hispanic,*
AHSD,Bennington District,2022-09,Native American,0
AHSD,Bennington District,2022-09,Non Hispanic,524
AHSD,Bennington District,2022-09,Unknown,*
AHSD,Bennington District,2022-09,Unreported,36
AHSD,Brattleboro District,2022-09,Hispanic,*
AHSD,Brattleboro District,2022-09,Native American,0
AHSD,Brattleboro District,2022-09,Non Hispanic,260
AHSD,Brattleboro District,2022-09,Unknown,*
AHSD,Brattleboro District,2022-09,Unreported,59
